#Orgánico,Funcional,Económico,R,Denominación Aplicación,Tot Crédito inicial 2019,Tot Crédito Definitivo,Tot Obligado
1111,2301,62204,R,Zentro eta lokaletako inbertsioak,0.0,814071.14,27758.02
1111,2301,62303,,Makinak erostea,140000.0,140000.0,53570.01
1111,2301,62501,,Altzariak,50000.0,50000.0,7499.9
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,91183.47,91183.47,38348.37
1115,2323,48003,,Gizarte laguntzak,45000.0,45000.0,15587.04
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",2050.0,2050.0,396.7
1115,2324,22105,,Jantziak eta uniformeak,1500.0,1500.0,0.0
1115,2324,22106,,Elikagaiak,20000.0,20000.0,7548.3
1115,2324,22111,,Tresnak,7500.0,7500.0,1091.66
1115,2324,22115,,Berariazko material teknikoa,6000.0,6000.0,1696.8
1115,2324,22759,,Lantegietako irakasleak,84474.0,84474.0,27455.79
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,504783.0,504783.0,187855.0
1115,2324,22786,,Janari-garraioa,11889.87,11889.87,3931.7
1115,2324,48003,,Laguntza sozialak,38000.0,38000.0,10463.53
1115,2325,22111,,Tresnak,14000.0,14000.0,2451.01
1115,2325,22115,,Berariazko material teknikoa,29500.0,29500.0,13290.41
1115,2325,22614,,Gizarteratu lantegiak,807198.0,807198.0,393768.71
1115,2325,22666,,Goiuriko gaueko zaintza,93573.0,93573.0,38412.7
1115,2325,22759,,Lantegietako irakasleak,42574.0,42574.0,0.0
1115,2325,22761,,Larrialdietarako etxebizitzetan laguntzeko programa,104042.76,104042.76,43351.15
1115,2325,22786,,"Janari-garraioa, etxe irekira",11889.87,11889.87,3931.7
1115,2325,48003,,Gizarte laguntzak,55000.0,55000.0,16882.17
1115,2325,48121,,"Hitzarmena: HIESaren aurkako batzordea, Etxe irekia",331526.0,331526.0,165763.0
1115,2325,48137,,"Hitzarmena: HIESaren aurkako batzordea, zainpeko etxebizitzak",290171.0,290171.0,145085.5
1115,2325,48140,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",453516.0,453516.0,226758.0
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,72000.0,72000.0,0.0
1115,2325,48148,,"Hitzarmena: Afroamericana, zainpeko etxebizitzak",509412.0,509412.0,254706.0
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,60756.0,60756.0,0.0
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",46284.0,46284.0,0.0
1115,2325,48184,,Clara Campoamor elkartearekiko hitzarmena - Indarkeriaren biktima diren emakumeak hartzeko etxebizitzak,292135.0,292135.0,146067.5
1115,2325,48190,,Gazteei laguntzeko etxebizitza erdi zaindua,56662.0,56662.0,28331.0
1115,2325,48197,,Hitzarmena: Sendotu,20000.0,20000.0,0.0
1115,2325,48901,,"Hitzarmena: HIESaren aurkako batzordea, Aterpe",457126.0,457126.0,228563.0
1115,2325,48908,,Hitzarmena: AIZAN,15000.0,15000.0,0.0
1115,2325,48940,,Abetxukuko ekimen-etxea,77000.0,77000.0,0.0
1115,2325,48957,,Hitzarmena: Loremaitea - Agle,40000.0,40000.0,0.0
1115,2326,41906,,Hitzarmena: Prestaturik,36553.0,36553.0,0.0
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,451897.0,451897.0,235421.1
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,602769.0,602769.0,321217.31
1115,2327,14100,,Bestelako langileak,375857.0,375857.0,274614.74
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",465542.0,465542.0,259922.95
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",13145.0,13145.0,6044.6
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,321588.0,321588.0,160241.85
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,375593.0,375593.0,187658.58
1120,2311,14100,,Bestelako langileak,244553.0,244553.0,126704.2
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",269635.0,269635.0,137493.73
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6510.0,6510.0,3219.79
1120,2311,22111,,Tresnak,2000.0,2000.0,896.99
1120,2311,22115,,Berariazko material teknikoa,2000.0,2000.0,580.65
1120,2311,22678,,Haurrentzako partaidetza-programa,100000.0,100000.0,18292.73
1120,2311,22679,,‘Prólogo’ prebentzio-programa,30000.0,30000.0,9868.16
1120,2311,22680,,Emozioei buruzko lantegiak,186088.0,186088.0,125984.28
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),112000.0,112000.0,38461.51
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),498999.0,498999.0,207916.0
1120,2311,22748,,Terapiak,150000.0,150000.0,47455.58
1120,2311,22763,,"Gurasoen aurkako indarkeria-egoeretan garaiz esku
hartzeko programa",75000.0,75000.0,17498.25
1120,2311,22763,R,"Gurasoen aurkako indarkeria-egoeretan garaiz esku
hartzeko programa",0.0,12896.01,5832.75
1120,2311,22775,,Bidatu kudeatzeko programa,199045.0,199045.0,82935.45
1120,2311,22789,,Erresilientzia,252350.0,252350.0,84116.36
1120,2311,22791,,Haurrentzako tokiko plana,136724.0,136724.0,17364.46
1120,2311,22791,R,Haurrentzako tokiko plana,0.0,12118.75,6534.0
1120,2311,22792,,Sexu-abusuak baloratzea,39000.0,39000.0,14912.4
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1271928.43,1271928.43,519328.9
1120,2311,22796,,Valeo programa,23000.0,23000.0,0.0
1120,2311,48003,,Gizarte laguntzak,32242.17,32242.17,0.0
1120,2311,48036,,Hitzarmena: AVAIM,11780.0,11780.0,8835.0
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,0.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,8835.0
1120,2311,48977,,Hitzarmena: Save the Children,11724.0,11724.0,9379.2
1120,2311,48991,,Hitzarmena: UNICEF,11780.0,11780.0,0.0
1120,2311,48992,,Hitzarmena: AMAPASE,15000.0,15000.0,0.0
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",10589.27,10589.27,7706.51
1133,2312,22105,,Jantziak eta uniformeak,5500.0,5500.0,325.74
1133,2312,22106,,Elikagaiak,1672840.7,1672840.7,710432.68
1133,2312,22111,,Tresnak,55908.52,55908.52,19460.53
1133,2312,22115,,Berariazko material teknikoa,72014.6,72014.6,19250.9
1133,2312,22606,,Ile-apaindegiko zerbitzuak,15703.0,15703.0,7047.82
1133,2312,22618,,Bestelako funtzionamendu gastuak,10944.52,10944.52,5756.97
1133,2312,22623,,Familia zaintzaileei laguntzeko programa,100000.0,100000.0,30367.08
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,293700.0,293700.0,97900.0
1133,2312,22666,,Gaueko zaintza - San Prudentzio egoitza,72933.0,72933.0,23934.8
1133,2312,22666,R,Gaueko zaintza - San Prudentzio egoitza,0.0,4388.09,4388.05
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6961.64,6961.64,2875.0
1133,2312,22702,,Kafetegi-zerbitzua,13780.92,13780.92,5590.95
1133,2312,22708,,Zaharrak lekualdatzea,181275.0,181275.0,61528.01
1133,2312,22739,,Landareak mantentzea,0.34,0.34,0.0
1133,2312,48018,,Adinekoak hartzeko emakume boluntarioen elkartea,1400.0,1400.0,0.0
1133,2312,48023,,Hitzarmena: AFA,3959.7,3959.7,2969.78
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.74,6142.74,0.0
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,11180.86,0.0
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,52798.18
1133,2313,22111,,Tresnak ,12000.0,12000.0,461.03
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,2865144.0,2865144.0,956524.02
1133,2313,22786,,Janari-garraioa,37744.5,37744.5,15726.8
1133,2313,48960,,Hitzarmena: San Mateo parrokia,10335.0,10335.0,7751.25
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,10335.0,10335.0,7751.25
1133,2313,48962,,Hitzarmena: San Petri parrokia,10335.0,10335.0,0.0
1133,2313,62271,R,Kirol-zelaiak egokitzea Kanpoaldeak,0.0,823050.0,0.0
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",906.22,906.22,782.87
1133,2314,22111,,Tresnak ,12363.64,12363.64,679.8
1133,2314,22115,,Berariazko material teknikoa,816.05,816.05,86.8
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,361366.32,361366.32,154061.19
1133,2314,22618,,Bestelako funtzionamendu gastuak,5444.63,5444.63,1859.8
1133,2314,22628,,Santa María de Olarizuko animazioa,63287.0,63287.0,21633.36
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,540800.0,540800.0,180266.64
1133,2314,22708,,Zaharrak lekualdatzea,344429.0,344429.0,123140.88
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,651300.0,651300.0,252857.93
1133,2314,22786,,Janari-garraioa,28308.3,28308.3,11795.15
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,2602921.0,2602921.0,1322721.24
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,3458656.0,3458656.0,1840868.76
1133,2317,14100,,Bestelako langileak,4200213.0,4200213.0,2090338.37
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3175063.0,3175063.0,1606347.11
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",126887.0,126887.0,61675.64
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,12000.0,12000.0,9000.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,32712.0,32712.0,16356.0
1145,2321,22731,,Babesgabetuetako otorduak,270377.0,270377.0,161667.9
1145,2321,22786,,Janari-garraioa,162000.0,162000.0,39376.91
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,9800573.12,10943280.87,3092142.25
1145,2321,48000,,Gizarte-larrialdiko laguntzak,4673000.0,4673000.0,1672238.24
1145,2321,48003,,Gizarte laguntzak,4576599.0,4576599.0,2715999.47
1145,2321,48005,,Pobrezia energetikoaren kontrako plana,60000.0,60000.0,29788.58
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,58125.0
1145,2321,48995,,Diru-laguntza: Itxaropenaren Telefonoa,24000.0,24000.0,18000.0
1145,2322,22115,,Berariazko material teknikoa,44200.0,44200.0,13254.32
1145,2322,22619,,Kaleko heziketa,1033097.65,1033097.65,430445.0
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,357289.77,357289.77,160362.76
1145,2322,22759,,Lantegietako irakasleak,303671.75,303671.75,129376.87
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1243846.0,1243846.0,575647.23
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1452006.0,1452006.0,664192.56
1145,2328,14100,,Bestelako langileak,917689.0,917689.0,537414.87
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1081183.0,1081183.0,537655.86
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",34150.0,34150.0,18627.08
118001,3111,12000,,Funtzionarioen oinarrizko ordainsariak,220986.0,220986.0,115160.05
118001,3111,12100,,Funtzionarioen ordainsari osagarriak,286414.0,286414.0,150807.37
118001,3111,14100,,Bestelako langileak,101995.0,101995.0,42921.83
118001,3111,16000,,"Gizarte Segurantza, enpresaren kontura",173675.0,173675.0,85867.43
118001,3111,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12246.0,12246.0,5990.71
118001,3112,22107,,Animalientzako elikagaiak,15000.0,15000.0,4561.32
118001,3112,22108,,Animalientzako botikak hornitzea,15000.0,15000.0,5391.85
118001,3112,22112,,Animalien osasunerako materialak,8000.0,8000.0,1793.22
118001,3112,22113,,Elikagaien higienerako materialak,4000.0,4000.0,1053.05
118001,3112,22699,,Bestelako hainbat gastu,5000.0,5000.0,4230.12
118001,3112,22718,,Animalien osasunerako programak,12000.0,12000.0,777.84
118001,3112,22719,,Elikagaien higienerako programa,10000.0,10000.0,0.0
118001,3112,22720,,"Desinfekzio, intsektu-hiltze eta arratoi-hiltze parkearen programak",125000.0,125000.0,35346.4
118001,3112,22722,,Animalientzako sorospen-programa,12000.0,12000.0,3469.47
118001,3112,22766,,"Desinfekzioa, intsektu-hiltzea eta arratoi-hiltzeaa, betearazte subsidiarioak",4000.0,4000.0,0.0
118001,3112,48194,,Hitzarmena: SOS Vitoria Animaliak Babesteko Elkartea,15000.0,15000.0,11250.0
118001,3112,48196,,"GADENekiko hitzarmena, katu-koloniak",23000.0,23000.0,14800.0
118001,3112,62311,,Inbentarioan jasotzeko materiala,67226.0,67226.0,2022.29
118002,2315,48021,,Ume Onkohematologikoen Gurasoen Elkartea,5599.2,5599.2,0.0
118002,2315,48025,,Hitzarmena: ACABE elkartea - Anorexia eta bulimia,16450.0,16450.0,12337.5
118002,2315,48027,,"Hitzarmena: Asajer elkartea, bideojokoak",29300.0,29300.0,21975.0
118002,2315,48029,,Hitzarmena ADELA elkartearekin,5650.0,5650.0,4237.5
118002,2315,48030,,"Hitzarmena: ASAJER elkartea - 1., 2. eta 3. ludopatien prebentzioa",20200.0,20200.0,0.0
118002,2315,48031,,Hitzarmena ARENE elkartearekin (neuromuskularrak),27420.0,27420.0,20565.0
118002,2315,48032,,Hitzarmena: ASAFES elkartea,24000.0,24000.0,18000.0
118002,2315,48033,,Hitzarmena: AFA,31990.0,31990.0,23992.5
118002,2315,48040,,Hitzarmena: minbiziaren aurkako elkartea (tabakoaren kontrako prestakuntza),13890.0,13890.0,10417.5
118002,2315,48041,,"Hitzarmena: ADELPRISE elkartea (arreta, hedapena, argibideak)",8220.0,8220.0,6165.0
118002,2315,48059,,Hitzarmena: ASAFIMA elkartea,23760.0,23760.0,17820.0
118002,2315,48100,,Hitzarmena: ONCE,8430.0,8430.0,0.0
118002,2315,48117,,Hitzarmena: Down Araba-Isabel Orbe elkartea,10000.0,10000.0,7500.0
118002,2315,48119,,Hitzarmena: ASPACE - Garun paralisia,11230.0,11230.0,8422.5
118002,2315,48130,,Hitzarmena: Arantza Bifidoa Elkartea,3750.0,3750.0,2812.5
118002,2315,48131,,Hitzarmena: Anadahi (hiperaktiboak),3750.0,3750.0,2812.5
118002,2315,48143,,Hitzarmena: Arabako Epilepsia Elkartea,4030.0,4030.0,3022.5
118002,2315,48149,,Hitzarmena: Adeles lupus,3750.0,3750.0,2812.5
118002,2315,48188,,Hitzarmena: Gurutze Gorria (lehen laguntzak),9750.0,9750.0,4875.0
118002,2315,48189,,Hitzarmena: ASAMMA elkartea,2800.0,2800.0,2100.0
118002,2315,48190,,Hitzarmena: ATECE elkartea - Garuneko gaitza,11290.0,11290.0,8467.5
118002,2315,48191,,Hitzarmena: Arabako Diabetikoen Elkartea,9500.0,9500.0,7125.0
118002,2315,48192,,Hitzarmena: Arabako Zeliakoen Elkartea,8400.0,8400.0,6300.0
118002,2315,48193,,Hitzarmena: Esklerosi Anizkoitzaren Elkartea,5480.0,5480.0,4110.0
118002,2315,48195,,Hitzarmena: Corazón sin fronteras elkartea,7100.0,7100.0,5325.0
118002,2315,48197,,Hitzarmena: Jaiki/Hazgarri fundazioa,47097.0,47097.0,35322.75
118002,2315,48198,,"Hitzarmena: Slow Food Araba elkartea, elikadura osasungarria",25230.0,25230.0,18922.5
118002,2315,48199,,"Hitzarmena: HIESaren aurkako batzordea, Gayen artean programa",22921.04,22921.04,17190.78
118002,2315,48932,,Hitzarmena: APDEMA,11230.0,11230.0,8422.5
118002,2315,48957,,Hitzarmena: AGLE,10970.0,10970.0,8227.5
118002,2315,48972,,"HIESaren aurkako batzordea, prebentzio-programa",23000.0,23000.0,17250.0
118002,3111,12000,,Funtzionarioen oinarrizko ordainsariak,82540.0,82540.0,44722.68
118002,3111,12100,,Funtzionarioen ordainsari osagarriak,85797.0,85797.0,50441.41
118002,3111,14100,,Bestelako langileak,1868.0,1868.0,0.0
118002,3111,16000,,"Gizarte Segurantza, enpresaren kontura",42789.0,42789.0,24427.06
118002,3111,16500,,"Gizarte Segurantza, enpresaren kontura",3790.0,3790.0,1848.84
118002,3111,21210,,Desfibriladoreak mantentzea,18000.0,18000.0,0.0
118002,3111,22198,,Osasunerako hezkuntzarako materialak,35000.0,35000.0,9998.17
118002,3111,22199,,Droga-mendekotasunen prebentziorako materialak,3000.0,3000.0,0.0
118002,3111,22702,,Hiri Osasungarriak osasun-plana,15000.0,15000.0,0.0
118002,3111,22708,,"Arbitraje-batzarra, kontsumoaren inguruko informazioa",6000.0,6000.0,983.94
118002,3111,22717,,Osasuna sustatzeko zerbitzuak ematea,110000.0,110000.0,39857.48
118002,3111,22718,,Droga-mendekotasunen prebentziorako programa,96500.0,96500.0,51925.0
118002,3111,22721,,Droga-mendekotasunen gizarteratze programa,96447.0,96447.0,0.0
118003,3112,12000,,Funtzionarioen oinarrizko ordainsariak,234379.0,234379.0,109607.48
118003,3112,12100,,Funtzionarioen ordainsari osagarriak,361093.0,361093.0,151808.44
118003,3112,14100,,Bestelako langileak,84130.0,84130.0,32138.16
118003,3112,16000,,"Gizarte Segurantza, enpresaren kontura",176258.0,176258.0,75542.38
118003,3112,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5012.0,5012.0,2154.83
118003,3113,21200,,Makinak eta instalazioak onik zaintzea,22000.0,22000.0,13006.96
118003,3113,22115,,Berariazko material teknikoa,70000.0,70000.0,44654.4
118003,3113,22716,,Kalitate-auditoriak kontratatzea,18243.0,18243.0,16196.15
118004,3113,14100,,Bestelako langileak,53890.0,53890.0,27976.65
118004,3113,16000,,"Gizarte Segurantza, enpresaren kontura",16472.0,16472.0,7619.23
118004,3113,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,754.67
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,147502.0,147502.0,65662.93
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,194944.0,194944.0,84453.71
1310,9313,14100,,Bestelako langileak,0.0,0.0,9112.07
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",75177.0,75177.0,42297.11
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5678.0,5678.0,3020.76
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,80632.0,80632.0,40315.4
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",11790.0,11790.0,6241.21
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,754.67
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,0.0
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",10000.0,10000.0,2531.07
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,17000.0,17000.0,0.0
151101,1691,12000,,Funtzionarioen oinarrizko ordainsariak,117926.0,117926.0,46226.02
151101,1691,12100,,Funtzionarioen ordainsari osagarriak,153992.0,153992.0,65890.51
151101,1691,14100,,Bestelako langileak,96426.0,96426.0,59769.07
151101,1691,16000,,"Gizarte Segurantza, enpresaren kontura",125441.0,125441.0,51195.33
151101,1691,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5863.0,5863.0,3212.08
151101,1721,21040,,Kontrol- eta diagnosi-ekipoak mantentzea,130000.0,130000.0,27744.75
151101,1721,22115,,Ordezko piezak eta suntsikorrak,5000.0,5000.0,3284.55
151101,1721,62901,,Tresneria erostea,6000.0,6000.0,0.0
151101,1722,48196,,Hitzarmena: GAIA fundazioa,13200.0,10000.0,0.0
151101,1722,64319,,Mapa erradioelektrikoa: neurgailuen sarea diseinatu eta instalatzea,30000.0,30000.0,0.0
151102,1623,64316,,Zaraten mapa estrategikoko ekintza plana (MER),75000.0,75000.0,14641.0
151102,1623,64329,,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,25000.0,25000.0,0.0
151102,1623,64329,A,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,31599.15,31599.15
151102,1623,64329,R,Erdi Aroko hirigunean zarataren kontra sentsibilizatzeko plana,0.0,17363.5,17363.5
151102,1623,64330,,Zarata kontrolatzeko sarea,15000.0,15000.0,0.0
151102,1623,64330,R,Zarata kontrolatzeko sarea,0.0,5820.1,5820.1
151102,1711,60920,A,Azpiegitura berdeak,0.0,991.01,0.0
151102,1722,12000,,Funtzionarioen oinarrizko ordainsariak,49020.0,49020.0,24662.33
151102,1722,12100,,Funtzionarioen ordainsari osagarriak,66472.0,66472.0,33216.54
151102,1722,16000,,"Gizarte Segurantza, enpresaren kontura",26322.0,26322.0,13006.8
151102,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1547.0,1547.0,754.67
151102,1722,60907,,"Uraren, airearen eta lurraren kalitatea kontrolatzea",6000.0,6000.0,1210.0
151102,1722,64321,,Energia berriztagarrien plana,150000.0,150000.0,0.0
151102,1722,64321,R,Energia berriztagarrien plana,0.0,50090.0,0.0
151103,1621,22700,,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,8247031.48,8373204.13,0.0
151103,1621,22700,R,Garbiketarako eta hondakinen bilketa eta garraiorako kontratua,0.0,1343304.76,0.0
151103,1621,22703,,Bilketa pneumatikoaren kontratua,1876000.0,1876000.0,618650.88
151103,1621,22715,,Hondakinen gaikako bilketa,400000.0,400000.0,79848.98
151103,1621,22715,R,Hondakinen gaikako bilketa,0.0,39432.27,4744.46
151103,1621,22724,,Garbiguneak ustiatzeko kontratua,377396.17,377396.17,157248.4
151103,1622,21204,,Zabortegiko instalazioak mantentzea,10000.0,10000.0,0.0
151103,1622,22723,,Zabortegia ustiatzeko kontratua,1008507.5,1008507.5,420211.45
151103,1622,60305,,Gardelegiko zabortegiko instalazioak,20000.0,20000.0,0.0
151103,1622,62916,,Zabortegiaren ingurumen kalitatea,52400.0,52400.0,0.0
151103,1623,22702,,Jundizko hiri hondakinen lantegia ustiatzeko kontratua,8010000.0,8010000.0,2643163.28
151103,1623,60706,,Hondakinen plana,85000.0,85000.0,1911.8
151103,1623,60706,A,Hondakinen plana,0.0,40535.0,9809.47
151103,1623,60706,R,Hondakinen plana,0.0,68613.5,9141.55
151103,1623,60711,,Zabortegia 481/2001 Errege Dekretura egokitzea,145001.0,145001.0,0.0
151103,1623,60711,R,Zabortegia 481/2001 Errege Dekretura egokitzea,0.0,133849.77,0.0
151103,1631,22700,,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,15450804.81,16175641.16,0.0
151103,1631,22700,R,Garbiketa-zerbitzuaren kontratua - kale-garbiketa,0.0,2500199.56,0.0
151103,1722,12000,,Funtzionarioen oinarrizko ordainsariak,136134.0,136134.0,65449.24
151103,1722,12100,,Funtzionarioen ordainsari osagarriak,176379.0,176379.0,88753.42
151103,1722,13000,,Lan-kontratudun langile finkoen ordainsariak,52018.0,52018.0,25834.9
151103,1722,14100,,Bestelako langileak,0.0,0.0,30897.98
151103,1722,16000,,"Gizarte Segurantza, enpresaren kontura",100232.0,100232.0,59434.22
151103,1722,16500,,"Elkarkidetzako kuotak, Udalaren kontura",7111.0,7111.0,3143.98
151103,2411,22100,,GEPO - Ingurumena,25735.19,25735.19,5383.45
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,212273.0,212273.0,113208.7
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,264259.0,264259.0,138187.25
1514,1701,14100,,Bestelako langileak,111266.0,111266.0,53799.54
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",156248.0,156248.0,86739.59
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9312.0,9312.0,4903.68
152002,1534,12000,,Funtzionarioen oinarrizko ordainsariak,1038369.0,1038369.0,526551.98
152002,1534,12100,,Funtzionarioen ordainsari osagarriak,1540205.0,1540205.0,759600.62
152002,1534,14100,,Bestelako langileak,472190.0,472190.0,194636.28
152002,1534,16000,,"Gizarte Segurantza, enpresaren kontura",960437.0,960437.0,491440.08
152002,1534,16500,,"Elkarkidetzako kuotak, Udalaren kontura",49096.0,49096.0,22057.5
152002,1534,20200,,Makineria eta instalazioak alokatzea,108000.0,108000.0,16003.42
152002,1534,21008,,Berehala jarduteko taldeak (haur jolasak),170000.0,170000.0,69123.36
152002,1534,21012,,Espazio publikoko betearazte subsidiarioak,20000.0,20000.0,0.0
152002,1534,21060,,Bide publikoak eta zoladura zaintzea,825000.0,825000.0,165823.71
152002,1534,21062,,Zoladura eta aglomeratuak mantentzea,184441.48,184441.48,9989.22
152002,1534,21097,,Su artifizialen zelaia,3500.0,3500.0,0.0
152002,1534,21701,,Hiri-altzariak onik zaintzea,70000.0,70000.0,0.0
152002,1534,21701,R,Hiri-altzariak onik zaintzea,0.0,69394.54,0.0
152002,1534,21703,,Arrapalak mantentzeko kontratuak,119877.0,119877.0,10380.34
152002,1534,22111,,Tresnak eta lanabesak,28000.0,28000.0,15986.62
152002,1534,22722,,Komun publikoak mantentzeko kontratua,55000.0,55000.0,6729.15
152002,1641,22111,,Tresnak eta lanabesak,10000.0,10000.0,5219.62
152002,1641,22140,,Hilerrietako berariazko gastuak,50032.49,50032.49,34196.37
152002,1641,22140,R,Hilerrietako berariazko gastuak,0.0,23494.53,0.0
152002,1641,22715,,Hondakinen gaikako bilketa,12000.0,12000.0,1636.99
152002,1641,60105,,Hobiak eta panteoiak egitea,79967.51,79967.51,589.46
152002,1641,60105,R,Hobiak eta panteoiak egitea,0.0,5969.95,5525.08
152002,1651,21006,,Berehala jarduteko taldeak (argiteria),344000.0,344000.0,144255.12
152002,1651,22101,,Espazio publikorako eta ingurune naturalerako energia elektrikoa hornitzea,3800000.0,3800000.0,2050414.84
152002,1651,22130,,Argiteria publikoaren mantentze orokorra,423000.0,423000.0,109348.73
152002,1711,60920,,Azpiegitura berdeak,100000.0,100000.0,0.0
152002,1711,60920,A,Azpiegitura berdeak,0.0,126553.84,105607.03
152002,1711,60920,R,Azpiegitura berdeak,0.0,64716.86,0.0
152002,4411,71005,A,"Hitzarmena: Eusko Jaurlaritza, AFA - garraio multimodala",0.0,77286.98,0.0
152005,1331,60195,,Trafiko-segurtasuneko elementuak hobetzea,100000.0,100000.0,0.0
152005,1513,60921,,Koroatzeko proiektua,260000.0,0.0,0.0
152005,1513,60921,A,Koroatzeko proiektua,0.0,0.0,0.0
152005,1513,71001,,Koroatzeko proiektua,740000.0,740000.0,0.0
152005,1513,71001,R,Koroatzeko proiektua,0.0,580000.0,0.0
152005,1513,77001,,Koroatze proiektuaren jabari publikoko emakidaren deialdia,0.0,900000.0,0.0
152005,1533,60102,,Irisgarritasuna hobetzea,57500.0,57500.0,3622.85
152005,1533,60122,R,Erdi aroko hirigunea eraberritze integraleko plana,0.0,1700000.0,0.0
152005,1533,60171,,Bizikletak aparkatzekoak eta bizikletentzako lonjak,75000.0,75000.0,0.0
152005,1533,60171,R,Bizikletak aparkatzekoak eta bizikletentzako lonjak,0.0,81750.0,0.0
152005,1533,60189,,BJTen inbertsioak,1654000.0,1654000.0,523842.96
152005,1533,60189,R,BJTen inbertsioak,0.0,12221.29,12015.78
152005,1533,60198,,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,2843775.64,2746435.23,9992.46
152005,1533,60198,A,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,0.0,74487.01,22367.59
152005,1533,60198,R,Auzokoek zehazteko inbertsioak eta espazio publikoko gida-plana,0.0,1163673.27,47617.9
152005,1533,60922,,Bizikleta-gordailua,50000.0,50000.0,0.0
