#Organikoa,Funtzionala,Ekonomikoa,R,Aplikazioaren izena,2021eko Hasierako kreditua,2021eko Behin-betiko kreditua,Behartua
0910,9202,22740,,SUMAS Biltzarra,1.0,1.0,0.0
0910,9202,22745,,Laneko arriskuen prebentziorako programa estrategikoa,20000.0,50000.0,13160.08
0910,9202,22759,,Etengabeko hobekuntzarako plan estrategikoa,11222.0,11222.0,8240.76
0910,9202,22764,,Antolakuntza-azterlanak,1.0,1.0,0.0
0910,9202,23000,,Dietak,50071.6,53071.6,20582.56
0910,9202,23001,,Lokomozio-gastuak,35875.0,30875.0,10804.14
0910,9202,23900,,Hautatze prozesuetako gastuak,90000.0,90000.0,71736.08
0910,9202,48001,,"Dirulaguntza, Langile Batzordeari",15559.31,2857.37,0.0
0910,9202,48002,,Langileentzako ikasketa beka eta poltsak,24903.31,24903.31,24903.11
0910,9202,48101,,Dirulaguntza: ELA atal sindikalari,0.0,5229.88,5229.88
0910,9202,48102,,Dirulaguntza: CCOO atal sindikalari,0.0,2399.98,2399.98
0910,9202,48103,,Dirulaguntza: LAB atal sindikalari,0.0,1551.01,1551.01
0910,9202,48104,,Dirulaguntza: ESK atal sindikalari,0.0,1551.01,1551.01
0910,9202,48105,,Dirulaguntza: SIPLA atal sindikalari,0.0,985.03,985.03
0910,9202,48106,,Dirulaguntza: ERNE atal sindikalari,0.0,985.03,985.03
0910,9203,62924,,"Ekipoak erostea, presentzia-informazioa",5000.0,10000.0,0.0
0911,9202,12000,,Funtzionarioen oinarrizko ordainsariak,266629.0,266629.0,249934.38
0911,9202,12100,,Funtzionarioen ordainsari osagarriak,332463.0,332463.0,318401.54
0911,9202,14100,,Bestelako langileak,214415.0,214415.0,194216.76
0911,9202,16000,,"Gizarte Segurantza, enpresaren kontura",243228.0,243228.0,239345.87
0911,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",18010.0,18010.0,14779.02
0912,9202,12000,,Funtzionarioen oinarrizko ordainsariak,156725.0,156725.0,146261.35
0912,9202,12100,,Funtzionarioen ordainsari osagarriak,197957.0,197957.0,180744.24
0912,9202,14100,,Bestelako langileak,0.0,0.0,5555.98
0912,9202,16000,,"Gizarte Segurantza, enpresaren kontura",73498.0,73498.0,77401.89
0912,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6775.0,6775.0,6824.12
0915,2111,16109,,"Pentsioen osagarria, Arabako Mutua Forala",4000.0,4000.0,0.0
0915,9202,12000,,Funtzionarioen oinarrizko ordainsariak,90430.0,90430.0,103539.51
0915,9202,12100,,Funtzionarioen ordainsari osagarriak,122722.0,122722.0,132088.98
0915,9202,16000,,"Gizarte Segurantza, enpresaren kontura",52253.0,52253.0,61629.27
0915,9202,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4633.0,4633.0,5520.35
0919,9203,12000,,Funtzionarioen oinarrizko ordainsariak,160590.0,160590.0,161393.71
0919,9203,12100,,Funtzionarioen ordainsari osagarriak,185850.0,185850.0,201978.58
0919,9203,14100,,Bestelako langileak,0.0,0.0,4744.35
0919,9203,16000,,"Gizarte Segurantza, enpresaren kontura",90568.0,90568.0,101648.76
0919,9203,16500,,"Elkarkidetzako kuotak, Udalaren kontura",9110.0,9110.0,8176.88
0919,9203,22108,,Botikak eta hemoderibatuak,67118.11,77118.11,25552.71
0919,9203,22108,R,Botikak eta hemoderibatuak,0.0,26800.0,15599.12
0919,9203,22141,,Zerbitzu medikoen tresneriaren berariazko mantenimendua,820.0,820.0,636.7
1010,9204,12000,,Funtzionarioen oinarrizko ordainsariak,74791.0,74791.0,59343.91
1010,9204,12100,,Funtzionarioen ordainsari osagarriak,127835.0,127835.0,103328.01
1010,9204,14100,,Bestelako langileak,21272.0,21272.0,0.0
1010,9204,16000,,"Gizarte Segurantza, enpresaren kontura",43723.0,43723.0,25177.69
1010,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",4123.0,4123.0,3042.76
1010,9204,22730,,LOPD-ko prozesuak definitu eta ikuskatzea.,15000.0,15000.0,5566.0
1010,9204,22732,,Zerbitzuak emateko kontratuak,5000.0,5000.0,1254.5
1011,9204,12000,,Funtzionarioen oinarrizko ordainsariak,523976.0,523976.0,514192.0
1011,9204,12100,,Funtzionarioen ordainsari osagarriak,596262.0,596262.0,592065.85
1011,9204,14100,,Bestelako langileak,125311.0,125311.0,122950.86
1011,9204,16000,,"Gizarte Segurantza, enpresaren kontura",342969.0,342969.0,330123.67
1011,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",24424.0,24424.0,24045.6
1011,9204,21501,,Informatika-aplikazioak mantentzea,430000.0,430000.0,509495.49
1011,9204,22720,,Aplikatiboak onik zaintzeko euskarria,1300000.0,1500000.0,1407537.53
1011,9204,62623,,e-administrazioa plan zuzentzailea,170000.0,420000.0,142371.02
1011,9204,62624,,Iruzur fiskalaren kontrako plana,200000.0,200000.0,200000.0
1011,9204,62625,,Dirulaguntzen kudeaketa zentralizatua,80000.0,100000.0,100000.0
1011,9204,62626,,Udaltzaingoaren sistema informatikoa,50000.0,50000.0,45428.47
1012,9204,12000,,Funtzionarioen oinarrizko ordainsariak,329081.0,329081.0,316553.09
1012,9204,12100,,Funtzionarioen ordainsari osagarriak,408727.0,408727.0,417526.06
1012,9204,14100,,Bestelako langileak,161827.0,161827.0,209651.02
1012,9204,16000,,"Gizarte Segurantza, enpresaren kontura",250575.0,250575.0,265866.78
1012,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",12220.0,12220.0,15781.16
1012,9204,21500,,Informatika ekipoak onik zaintzea,305000.0,305000.0,179544.85
1012,9204,22728,,Ordenagailu zentralen euskarria,275000.0,275000.0,286548.45
1012,9204,22729,,Erabiltzaileen ekipoak mantentzeko euskarria,30000.0,30000.0,0.0
1012,9204,62600,,Informatika ekipoak erostea,200000.0,215826.8,169869.66
1012,9204,62604,,Oinarrizko softwarea erostea,130000.0,130000.0,63037.69
1012,9204,62620,,Segurtasun planeko ekintzak,100000.0,100000.0,84485.7
1012,9204,62627,,Tresna eta zerbitzuak berritzea,550000.0,550000.0,393245.57
1012,9271,22200,,Telefono-fakturazioa,314921.27,314921.27,298731.51
1012,9271,22200,R,Telefono-fakturazioa,0.0,883.29,0.0
1012,9271,22202,,Posta eta jakinarazpenak,1514151.0,1636251.0,1543843.57
1012,9271,22644,,Aldizkari ofizialetako iragarkiak,10081.0,35081.0,42319.79
1017,9204,12000,,Funtzionarioen oinarrizko ordainsariak,281602.0,281602.0,282903.68
1017,9204,12100,,Funtzionarioen ordainsari osagarriak,352379.0,352379.0,351610.78
1017,9204,14100,,Bestelako langileak,90393.0,90393.0,72380.15
1017,9204,16000,,"Gizarte Segurantza, enpresaren kontura",192245.0,192245.0,197869.64
1017,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",16463.0,16463.0,14981.96
1018,9204,12000,,Funtzionarioen oinarrizko ordainsariak,28680.0,28680.0,29364.08
1018,9204,12100,,Funtzionarioen ordainsari osagarriak,41594.0,41594.0,42657.72
1018,9204,16000,,"Gizarte Segurantza, enpresaren kontura",12740.0,12740.0,12552.12
1018,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1544.0,1544.0,1521.38
1019,9204,12000,,Funtzionarioen oinarrizko ordainsariak,20121.0,20121.0,27309.51
1019,9204,12100,,Funtzionarioen ordainsari osagarriak,24664.0,24664.0,39417.87
1019,9204,16000,,"Gizarte Segurantza, enpresaren kontura",12740.0,12740.0,12552.13
1019,9204,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1544.0,1544.0,1521.38
1020,9204,12000,,Funtzionarioen oinarrizko ordainsariak,27424.0,27424.0,27575.15
1020,9204,12100,,Funtzionarioen ordainsari osagarriak,42164.0,42164.0,42179.79
1020,9204,16000,,"Gizarte Segurantza, enpresaren kontura",12740.0,12740.0,12552.12
1110,2301,11000,,Kabineteko behin-behineko langileen ordainsariak,0.0,0.0,41181.08
1110,2301,12000,,Funtzionarioen oinarrizko ordainsariak,112771.0,112771.0,106401.7
1110,2301,12100,,Funtzionarioen ordainsari osagarriak,154942.0,154942.0,140538.31
1110,2301,14100,,Bestelako langileak,143211.0,143211.0,98109.02
1110,2301,16000,,"Gizarte Segurantza, enpresaren kontura",106241.0,106241.0,93237.14
1110,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1261.0,1261.0,4283.23
1111,2301,12000,,Funtzionarioen oinarrizko ordainsariak,689287.0,689287.0,658637.52
1111,2301,12100,,Funtzionarioen ordainsari osagarriak,860544.0,860544.0,837661.89
1111,2301,13000,,Lan-kontratudun langile finkoen ordainsariak,37672.0,37672.0,40453.74
1111,2301,14100,,Bestelako langileak,277088.0,277088.0,341803.45
1111,2301,16000,,"Gizarte Segurantza, enpresaren kontura",579844.0,579844.0,614514.44
1111,2301,16500,,"Elkarkidetzako kuotak, Udalaren kontura",29414.0,29414.0,26394.51
1111,2301,22103,,Gasa,23000.0,23000.0,22785.2
1111,2301,22145,,"Gastu sanitarioa, Koronabirusagatik",0.0,0.0,224866.3
1111,2301,22618,,Bestelako funtzionamendu gastuak,10000.0,25000.0,41831.26
1111,2301,48045,,Dirulaguntzak,125000.0,125000.0,100737.75
1111,2301,48045,R,Dirulaguntzak,0.0,35755.52,35755.52
1111,2301,48190,,Gizarte-Laneko Elkargoarekiko hitzarmena,10000.0,10000.0,8000.0
1111,2301,48190,R,Gizarte-Laneko Elkargoarekiko hitzarmena,0.0,2000.0,2000.0
1111,2301,48931,,Hitzarmena: Goiener elkartea,15000.0,0.0,0.0
1111,2301,48968,,"Hitzarmena: ""Vivir con voz propia"" elkartea",15000.0,15000.0,12000.0
1111,2301,48968,R,"Hitzarmena: ""Vivir con voz propia"" elkartea",0.0,3000.0,3000.0
1111,2301,62204,,Zentro eta lokaletako inbertsioak,255000.0,255000.0,0.0
1111,2301,62204,A,Zentro eta lokaletako inbertsioak,0.0,387700.04,23239.13
1111,2301,62204,R,Zentro eta lokaletako inbertsioak,0.0,100000.0,16277.91
1111,2301,62205,,Etxebizitza sozialetako inbertsioak,250000.0,0.0,0.0
1111,2301,62303,,Makinak erostea,300000.0,300000.0,42965.82
1111,2301,62303,A,Makinak erostea,0.0,27828.37,27760.61
1111,2301,62303,R,Makinak erostea,0.0,11038.98,11038.98
1111,2301,62501,,Altzariak,80000.0,140000.0,55628.77
1111,2301,62501,A,Altzariak,0.0,147613.46,146295.27
1111,2301,62501,R,Altzariak,0.0,27100.0,24911.45
1111,2325,48003,,Gizarte laguntzak,100000.0,0.0,0.0
1115,2323,22745,,Aterperik gabekoentzako kaleko heziketako programa,95500.0,95500.0,95548.89
1115,2323,48003,,Gizarte laguntzak,45000.0,45000.0,17422.73
1115,2324,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1500.0,1500.0,1325.8
1115,2324,22105,,Jantziak eta uniformeak,1000.0,1000.0,0.0
1115,2324,22106,,Elikagaiak,20000.0,20000.0,14771.29
1115,2324,22111,,Tresnak,5400.0,5400.0,3732.17
1115,2324,22115,,Berariazko material teknikoa,5100.0,5100.0,2792.48
1115,2324,22759,,Lantegietako irakasleak,22926.4,22926.4,11787.4
1115,2324,22784,,Larrialdi zerbitzuen kontratuak,481000.0,481000.0,480999.96
1115,2324,22786,,Janari-garraioa,10958.13,9337.25,9337.21
1115,2324,48003,,Gizarte laguntzak,35000.0,35000.0,17325.74
1115,2325,22111,,Tresnak,10800.0,10800.0,8627.66
1115,2325,22115,,Berariazko material teknikoa,25075.0,25075.0,37988.25
1115,2325,22614,,Gizarteratu lantegiak,667000.0,667000.0,628918.74
1115,2325,22666,,Goiuriko gaueko zaintza,102153.48,102153.48,107393.75
1115,2325,22666,R,Goiuriko gaueko zaintza,0.0,17645.54,17645.52
1115,2325,22731,,Jantoki publikoa - kudeaketa,59711.5,0.0,0.0
1115,2325,22747,,Zainpeko etxebizitzen kudeaketa,770283.38,488810.29,488810.24
1115,2325,22761,,Larrialdietarako etxebizitzetan laguntzeko programa,37000.0,35754.8,35754.8
1115,2325,22786,,"Janari-garraioa, etxe irekira",0.0,0.0,1644.17
1115,2325,22786,R,"Janari-garraioa, etxe irekira",0.0,786.46,786.34
1115,2325,22787,,Aterpe-kudeaketa,368000.0,365919.81,365919.81
1115,2325,48003,,Gizarte laguntzak,0.0,100000.0,71585.43
1115,2325,48121,,"Hitzarmena: HIESaren aurkako batzordea, Etxe irekia",120756.0,120756.0,120756.0
1115,2325,48137,,"Hitzarmena: HIESaren aurkako batzordea, zainpeko etxebizitzak",100192.0,100192.0,99200.0
1115,2325,48140,,"Hitzarmena: HIESaren aurkako batzordea, Estrada etxea",430559.0,430559.0,430559.0
1115,2325,48145,,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,54000.0,54000.0,40500.0
1115,2325,48145,R,Hitzarmena Caritasekin - lanerako prestakuntzako lantegia,0.0,13500.0,13500.0
1115,2325,48148,,"Hitzarmena: Afroamericana, zainpeko etxebizitzak",175807.0,432944.67,431204.67
1115,2325,48169,,Hitzarmena: Gao Lacho Drom,38748.0,38748.0,29061.0
1115,2325,48169,R,Hitzarmena: Gao Lacho Drom,0.0,6992.6,6992.6
1115,2325,48170,,"Hitzarmena, IRSE: laneratzeko programa",30000.0,30000.0,22500.0
1115,2325,48170,R,"Hitzarmena, IRSE: laneratzeko programa",0.0,7500.0,7500.0
1115,2325,48190,,Gazteei laguntzeko etxebizitza erdi zaindua,19610.0,19610.0,19417.0
1115,2325,48901,,"Hitzarmena: HIESaren aurkako batzordea, Aterpe",158420.17,158420.17,156850.0
1115,2325,48940,,Abetxukuko ekimen-etxea,77000.0,77000.0,57750.0
1115,2325,48940,R,Abetxukuko ekimen-etxea,0.0,14705.25,14705.25
1115,2327,12000,,Funtzionarioen oinarrizko ordainsariak,489817.0,489817.0,497935.35
1115,2327,12100,,Funtzionarioen ordainsari osagarriak,653092.0,653092.0,651132.54
1115,2327,14100,,Bestelako langileak,531731.0,531731.0,550182.09
1115,2327,16000,,"Gizarte Segurantza, enpresaren kontura",556189.0,556189.0,554303.7
1115,2327,16500,,"Elkarkidetzako kuotak, Udalaren kontura",15546.0,15546.0,13211.84
1115,2381,48184,,Clara Campoamor elkartearekiko hitzarmena - Indarkeriaren biktima diren emakumeak hartzeko etxebizitzak,303382.79,296296.6,296296.6
1120,2311,12000,,Funtzionarioen oinarrizko ordainsariak,332484.0,332484.0,333016.27
1120,2311,12100,,Funtzionarioen ordainsari osagarriak,374022.0,374022.0,403293.91
1120,2311,14100,,Bestelako langileak,310062.0,310062.0,217040.73
1120,2311,16000,,"Gizarte Segurantza, enpresaren kontura",286199.0,286199.0,254441.58
1120,2311,16500,,"Elkarkidetzako kuotak, Udalaren kontura",6986.0,6986.0,8972.19
1120,2311,22111,,Tresnak,3150.0,3150.0,513.64
1120,2311,22115,,Berariazko material teknikoa,1700.0,1700.0,855.15
1120,2311,22678,,Haurrentzako partaidetza-programa,100000.0,100000.0,150160.38
1120,2311,22679,,‘Prólogo’ prebentzio-programa,21000.0,21000.0,20767.77
1120,2311,22680,,Emozioei buruzko lantegiak,130261.61,130261.61,163780.59
1120,2311,22726,,Gurasotasun positiborako programa (Senidegune),78400.0,78400.0,45969.92
1120,2311,22745,,Laguntza eta garapen egokiturako programa (LGE),522943.0,522052.03,521862.15
1120,2311,22746,,"Egokitzen, gurasokidetasun positiboa dibortzioetan",63212.0,63212.0,9634.14
1120,2311,22746,R,"Egokitzen, gurasokidetasun positiboa dibortzioetan",0.0,8712.0,8712.0
1120,2311,22748,,Terapiak,150000.0,150000.0,199266.84
1120,2311,22763,,Gurasoen aurkako indarkeria-egoeretan garaiz esku hartzeko programa,87400.0,87400.0,19426.17
1120,2311,22775,,Bidatu kudeatzeko programa,234495.0,202943.97,199045.08
1120,2311,22789,,Erresilientzia,297840.83,297840.83,297840.83
1120,2311,22791,,Haurrentzako tokiko plana,100000.0,100000.0,139075.64
1120,2311,22791,R,Haurrentzako tokiko plana,0.0,27550.0,27550.0
1120,2311,22792,,Sexu-abusuak baloratzea,42105.0,42105.0,26498.68
1120,2311,22794,,Gizarte- eta hezkuntza-zentroak,1375000.0,1368844.63,1368840.63
1120,2311,48003,,Gizarte laguntzak,4000.0,4000.0,3915.1
1120,2311,48036,,Hitzarmena: Avaim,11780.0,11780.0,8835.0
1120,2311,48036,R,Hitzarmena: Avaim,0.0,2851.25,2851.25
1120,2311,48187,,Hitzarmena: Garenok,11780.0,11780.0,8835.0
1120,2311,48187,R,Hitzarmena: Garenok,0.0,2195.0,2195.0
1120,2311,48956,,Hitzarmena: intolerantziaren aurka,11780.0,11780.0,8835.0
1120,2311,48956,R,Hitzarmena: intolerantziaren aurka,0.0,2570.0,2570.0
1120,2311,48991,,Hitzarmena: Unicef,11780.0,11780.0,8835.0
1120,2311,48991,R,Hitzarmena: Unicef,0.0,2945.0,2945.0
1120,2311,48992,,Hitzarmena: Amapase,15000.0,15000.0,11250.0
1120,2311,48992,R,Hitzarmena: Amapase,0.0,3140.42,3140.42
1133,2312,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",11000.0,11000.0,14179.55
1133,2312,22105,,Jantziak eta uniformeak,11585.85,11585.85,5206.0
1133,2312,22106,,Elikagaiak,2098985.02,2098985.02,1800711.99
1133,2312,22106,R,Elikagaiak,0.0,34799.27,33460.84
1133,2312,22111,,Tresnak eta lanabesak,54000.0,54000.0,70120.56
1133,2312,22115,,Berariazko material teknikoa,61200.0,61200.0,44715.05
1133,2312,22606,,Ile-apaindegiko zerbitzuak,13268.0,13268.0,12852.43
1133,2312,22618,,Bestelako funtzionamendu gastuak,16800.0,16800.0,8117.99
1133,2312,22621,,Adinekoen bulegoa,40000.0,0.0,0.0
1133,2312,22623,,Familia zaintzaileei laguntzeko programa,98939.15,98939.15,97929.65
1133,2312,22652,,Hirugarren adinekoen egoitzetako animazioa,320430.0,320430.0,318347.1
1133,2312,22667,,San Prudentzioko erlijio zerbitzuak,6900.0,4312.5,4312.5
1133,2312,22684,,Koronabirusagatik bertan behera utzitako kontratuen kalteordainak,0.0,295165.6,304858.15
1133,2312,22702,,Kafetegi-zerbitzua,14000.0,14000.0,14297.07
1133,2312,22708,,Zaharrak lekualdatzea,151769.02,145969.02,138433.08
1133,2312,22709,,Zaintza- eta loturen-lanen plana,100000.0,87000.0,70380.28
1133,2312,48018,,Adinekoak hartzeko emakume boluntarioen elkartea,1400.0,0.0,0.0
1133,2312,48023,,Hitzarmena: AFA,3959.7,16959.7,12719.77
1133,2312,48119,,Hitzarmena: ASPACE - Garun paralisia,0.0,13372.0,10029.0
1133,2312,48150,,Adinekoei laguntzeko boluntarioen programa,6142.54,6142.54,4606.91
1133,2312,48150,R,Adinekoei laguntzeko boluntarioen programa,0.0,1195.0,1195.0
1133,2312,48151,,Askatasunik gabeko pertsonen auzolanak,11180.86,0.0,0.0
1133,2312,48194,,Arabako Abokatuen Elkargoa,10000.0,10000.0,7500.0
1133,2312,48194,R,Arabako Abokatuen Elkargoa,0.0,2500.0,929.67
1133,2312,48959,,Hitzarmena: Ascundean - 3. adina,70397.57,70397.57,49278.3
1133,2312,48959,R,Hitzarmena: Ascundean - 3. adina,0.0,21119.28,14757.84
1133,2313,22111,,Tresnak,13500.0,13500.0,11729.94
1133,2313,22754,,Adinekoentzako zentro soziokulturalen kudeaketa,3401560.0,3357196.64,3330587.25
1133,2313,22786,,Janari-garraioa,49271.9,41624.46,41624.46
1133,2313,48960,,Hitzarmena: San Mateo parrokia,10335.0,0.0,0.0
1133,2313,48960,R,Hitzarmena: San Mateo parrokia,0.0,2583.75,2583.75
1133,2313,48961,,Hitzarmena: Aingeruen Andre Mariaren parrokia,10335.0,9000.0,6750.0
1133,2313,48961,R,Hitzarmena: Aingeruen Andre Mariaren parrokia,0.0,1750.0,1750.0
1133,2313,48962,,Hitzarmena: San Petri parrokia,10335.0,0.0,0.0
1133,2313,48962,R,Hitzarmena: San Petri parrokia,0.0,0.0,0.0
1133,2314,22002,,"Prentsa, aldizkariak eta bestelako argitalpenak",1500.0,1500.0,1315.49
1133,2314,22111,,Tresnak,10710.0,10710.0,6056.7
1133,2314,22115,,Berariazko material teknikoa,765.0,765.0,266.41
1133,2314,22609,,Adinekoentzako apartamentuetako familia-langileak,386397.97,386397.97,386397.97
1133,2314,22618,,Bestelako funtzionamendu gastuak,6000.0,6000.0,2943.42
1133,2314,22628,,Santa María de Olarizuko animazioa,68090.0,68090.0,68089.92
1133,2314,22705,,Tomas Zumarraga Dohatsuaren kaleko Eguneko Arreta Zerbitzua kudeatzea,543920.0,543920.0,543919.92
1133,2314,22708,,Zaharrak lekualdatzea,321637.13,293137.15,289866.35
1133,2314,22714,,Renacimiento kaleko Eguneko Arreta Zerbitzua kudeatzea,40000.0,0.0,0.0
1133,2314,22718,,Blas de Otero kaleko Eguneko Arreta Zerbitzua kudeatzea,818480.0,818480.0,818479.92
1133,2314,22786,,Janari-garraioa,43753.88,43753.88,33516.1
1133,2317,12000,,Funtzionarioen oinarrizko ordainsariak,2719929.0,2719929.0,2710678.7
1133,2317,12100,,Funtzionarioen ordainsari osagarriak,3670086.0,3670086.0,3711521.33
1133,2317,14100,,Bestelako langileak,5960525.0,5960525.0,4839699.25
1133,2317,16000,,"Gizarte Segurantza, enpresaren kontura",3970619.0,3970619.0,3665737.43
1133,2317,16500,,"Elkarkidetzako kuotak, Udalaren kontura",126191.0,126191.0,119857.48
1133,2317,22699,,"""Biziz, adinik ez"" programa - kudeaketa",0.0,7384.0,912.5
1133,2317,62400,,"""Biziz, adinik ez"" programa - inbertsioa",0.0,11616.0,11616.0
1145,2315,48138,,Hitzarmena: Elikagaien Bankua,12000.0,12000.0,8400.0
1145,2315,48138,R,Hitzarmena: Elikagaien Bankua,0.0,3000.0,3000.0
1145,2315,48157,,Vicente Abreu elkarte federazioa,32712.0,32712.0,32712.0
1145,2321,22731,,Babesgabetuetako otorduak,66000.0,66000.0,66000.0
1145,2321,22731,R,Babesgabetuetako otorduak,0.0,156822.17,156821.86
1145,2321,22786,,Janari-garraioa,158933.48,139325.84,123322.8
1145,2321,22797,,Etxez etxeko laguntza zerbitzua,12425825.2,12525825.2,12058276.73
1145,2321,22797,R,Etxez etxeko laguntza zerbitzua,0.0,451812.16,451812.16
1145,2321,22798,,Etxean laguntzeko zerbitzuaren analisia,15000.0,15000.0,0.0
1145,2321,48000,,Gizarte-larrialdiko laguntzak,4673000.0,7604961.78,7584817.59
1145,2321,48003,,Gizarte laguntzak,4840773.58,5227120.83,5255382.5
1145,2321,48004,,Bizitegi-larrialdietarako funtsa - kaleratzeak,300000.0,200000.0,44148.36
1145,2321,48005,,"Pobrezia energetikoaren kontrako plana, Gasteizen",60000.0,41736.81,19656.81
1145,2321,48005,R,"Pobrezia energetikoaren kontrako plana, Gasteizen",0.0,12379.67,12379.67
1145,2321,48154,,Gurutze Gorria - Adinekoei laguntzea,77500.0,77500.0,58125.0
1145,2321,48154,R,Gurutze Gorria - Adinekoei laguntzea,0.0,19375.0,19375.0
1145,2321,48957,,Hitzarmena: AGLE,60000.0,60000.0,45000.0
1145,2321,48957,R,Hitzarmena: AGLE,0.0,15000.0,15000.0
1145,2321,48977,,Hitzarmena: Save the Children,11724.0,11724.0,9379.2
1145,2321,48977,R,Hitzarmena: Save the Children,0.0,2344.8,2344.8
1145,2322,22115,,Berariazko material teknikoa,37570.0,37570.0,17763.1
1145,2322,22619,,Kaleko heziketa,1048260.0,1048260.0,1048260.0
1145,2322,22746,,Oinarrizko Gizarte Zerbitzuak zaintzea,365500.19,365500.19,364794.96
1145,2322,22759,,Lantegietako irakasleak,212569.7,212569.7,158849.62
1145,2328,12000,,Funtzionarioen oinarrizko ordainsariak,1355031.0,1355031.0,1224624.92
1145,2328,12100,,Funtzionarioen ordainsari osagarriak,1520270.0,1520270.0,1414076.87
1145,2328,14100,,Bestelako langileak,1006732.0,1006732.0,1054242.52
1145,2328,16000,,"Gizarte Segurantza, enpresaren kontura",1152388.0,1152388.0,1080157.78
1145,2328,16500,,"Elkarkidetzako kuotak, Udalaren kontura",38952.0,38952.0,45910.28
1150,2391,12000,,Funtzionarioen oinarrizko ordainsariak,93858.0,93858.0,92024.54
1150,2391,12100,,Funtzionarioen ordainsari osagarriak,117281.0,117281.0,114038.47
1150,2391,14100,,Bestelako langileak,0.0,0.0,5403.62
1150,2391,16000,,"Gizarte Segurantza, enpresaren kontura",58271.0,58271.0,61069.59
1150,2391,16500,,"Elkarkidetzako kuotak, Udalaren kontura",2295.0,2295.0,2261.56
1150,2391,22696,,Euskal Fondoaren kuota,11237.4,11237.4,11237.4
1150,2391,22699,,Bestelako hainbat gastu,5000.0,5000.0,12830.8
1150,2391,22707,,Azterlanak eta lan teknikoak,35000.0,35000.0,2458.97
1150,2391,22707,R,Azterlanak eta lan teknikoak,0.0,12856.25,12856.25
1150,2391,22799,,Kanpoko beste zenbait lan,94000.0,94000.0,99097.95
1150,2391,23002,,Joan-etorrietako gastuak,10000.0,10000.0,1485.26
1150,2391,48200,,Garapenean laguntzeko dirulaguntzak,1340264.08,1340264.08,1340264.08
1150,2391,48205,,Hitzarmena: Larrialdietarako Arabako Funtsa,132000.0,132000.0,132000.0
1150,2391,48206,,Hitzarmena: RASD-ren lagunen elkartea,320000.0,320000.0,320000.0
1150,2391,48207,,Hitzarmena: Euskal Fondoa,207000.0,207000.0,207000.0
1150,2391,48211,,Hitzarmena: GGKEen koordinakundea,24000.0,24000.0,24000.0
1150,2391,48211,R,Hitzarmena: GGKEen koordinakundea,0.0,4800.0,4800.0
1150,2391,48212,,Hitzarmena: AFINIS - oporrak bakean,17000.0,6303.0,6303.0
1150,2391,48213,,Hitzarmena: bidezko merkataritza,70000.0,70000.0,70000.0
1150,2391,48213,R,Hitzarmena: bidezko merkataritza,0.0,14000.0,14000.0
1310,9313,12000,,Funtzionarioen oinarrizko ordainsariak,150680.0,150680.0,131467.75
1310,9313,12100,,Funtzionarioen ordainsari osagarriak,193870.0,193870.0,173049.57
1310,9313,14100,,Bestelako langileak,3242.0,3242.0,75715.29
1310,9313,16000,,"Gizarte Segurantza, enpresaren kontura",82641.0,82641.0,96896.92
1310,9313,16500,,"Elkarkidetzako kuotak, Udalaren kontura",5667.0,5667.0,6959.12
1510,1701,11000,,Kabineteko behin-behineko langileen ordainsariak,80709.0,80709.0,83441.06
1510,1701,13000,,Lan-kontratudun langile finkoen ordainsariak,3950.0,3950.0,0.0
1510,1701,16000,,"Gizarte Segurantza, enpresaren kontura",14038.0,14038.0,12552.12
1510,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",1544.0,1544.0,1521.38
1510,1701,22004,,Kartografia eta proiektuak editatu eta erreproduzitzea,1000.0,1000.0,6050.0
1510,1701,22205,,"Bilerak, hitzaldiak eta biltzarrak",2000.0,2000.0,1899.99
1510,1701,22206,,Kanpo-ekintzak eta nazioarteko lankidetzak,3000.0,3000.0,0.0
1510,1701,22603,,"Komunikazioa, itzulpena eta publizitatea",0.0,25000.0,21143.78
1510,1701,48101,,Mobility LAB,0.0,153000.0,0.0
1514,1701,12000,,Funtzionarioen oinarrizko ordainsariak,162073.0,162073.0,186573.64
1514,1701,12100,,Funtzionarioen ordainsari osagarriak,195383.0,195383.0,236468.73
1514,1701,14100,,Bestelako langileak,210758.0,210758.0,107729.77
1514,1701,16000,,"Gizarte Segurantza, enpresaren kontura",170125.0,170125.0,154659.36
1514,1701,16500,,"Elkarkidetzako kuotak, Udalaren kontura",8786.0,8786.0,7930.1
152002,1331,60195,,Trafiko-segurtasuneko elementuak hobetzea,75000.0,75000.0,0.0
152002,1513,60921,,Koroatzeko proiektua,100000.0,100000.0,0.0
